" The customer does not exist in the system anymore."," Klient nie istnieje już w systemie."
" [deleted]"," [usunięty]"
" and "," i "
"%s (Default Template from Locale)","%s (Domyślny szablon z języka)"
"%s cache type(s) disabled.","%s typ(ów) cache zostało wyłączonych."
"%s cache type(s) enabled.","%s typ(ów) cache zostało włączonych."
"%s cache type(s) refreshed.","%s typ(ów) cache zostało odświerzonych."
"(For Type ""Local Server"" need to use relative path to Magento install var/export or var/import, e.g. var/export, var/import, var/export/some/dir, var/import/some/dir)","(Dla typu ""Serwer lokalny"" musisz uzyć ścieżki relatywnej do instalacji Magento var/export or var/import, np. var/export, var/import, var/export/some/dir, var/import/some/dir)"
"(For US 2-letter state names)","(Dla US 2-literowe nazwy stanów)"
"(If left empty will be auto-generated)","(Pozostawione puste sprawi, że zostanie wygenerowane automatycznie)"
"(Leave empty for first spreadsheet)","(Pozostaw puste dla pierwszego arkusza)"
"(Products will be added/updated to this store if 'store' column is blank or missing in the import file.)","(Produkty zostaną dodane/zaktualizowane w tym sklepie jeśli kolumna 'store' będzie pusta lub nie będzie istniała w pliku importu.)"
"(Shift-)Click or drag to change value","kliknij trzymając Shift lub przeciągnij aby zmienić wartość"
"(Starting with)","(Zaczynając od)"
"(When 'No', only mapped fields will be imported. When mapping, use 'column1', 'column2', etc.)","(Gdy 'Nie' tylko mapowane pola zostaną zaimportowane. Podczas mapowania używaj 'kolumna1', 'kolumna2', itd.)"
"(You have to increase php memory_limit before changing this value)","(Musisz zwiększyć ilość przydzielonej pamięci memory_value przed zmianą tej wartości)"
"(\\t for tab)","(\\t dla tabulatora)"
"* - If indexing is in progress, it will be killed and new indexing process will start.","* - jeśli indeksowanie jest w trakcie, zostanie zatrzymane i nowy proces zostanie rozpoczęty"
"* Required Fields","* wymagane pola"
"- Click on any of the time parts to increase it","- Kliknij na dowolnej części kontrolki aby ją zwiększyć"
"- Hold mouse button on any of the above buttons for faster selection.","- Przytrzymaj przycisk myszy na powyższych przyciskach aby szybciej wybrać"
"- Use the %s buttons to select month","- Użyj przycisków %s aby wybrać miesiąc"
"- Use the %s, %s buttons to select year","- Użyj przycisków %s aby wybrać rok"
"- or Shift-click to decrease it","- lub kliknij trzymając Shift aby zmniejszyć"
"- or click and drag for faster selection.","- lub naciśnij i przeciągnij aby wybrać szybciej"
"-- Not Selected --","-- Nie wybrano --"
"-- Please Select --","-- Proszę wybrać --"
"-- Please Select Billing Agreement--","-- Proszę wybrać umowę rozliczeniową --"
"-- Please Select a Category --","-- Proszę wybrać kategorię --"
"-- Please select --","-- Proszę wybrać --"
"--Please Select--","-- Proszę wybrać --"
"1 Hour","1 godz."
"12 Hours","12 godz."
"12h AM/PM","12h przed/po południu"
"2 Hours","2 godz."
"24 Hours","24 godz."
"24h","24 godz."
"2YTD","Od dwóch lat"
"6 Hours","6 godz."
"<h1 class=""page-heading"">404 Error</h1><p>Page not found.</p>","<h1 class=""page-heading"">Błąd 404</h1><p>Strona nie została odnaleziona.</p>"
"<strong>%s</strong> requests access to your account","<strong>%s</strong> poprosił o dostęp do twojego konta"
"<strong>Attention</strong>: Captcha is case sensitive.","<strong>Uwaga</strong>: Captcha bierze pod uwagę wielkie i małe litery."
"A user with the same user name or email aleady exists.","Użytkownik o takiej nazwie użytkownika lub adresie e-mail już istnieje."
"API Key","Klucz API"
"API Key Confirmation","Potwierdzenie klucza API"
"ASCII","ASCII"
"Abandoned Carts","Porzucone koszyki"
"About the calendar","O kalendarzu"
"Access Denied","Dostęp zabroniony"
"Access denied","Dostęp zabroniony"
"Access denied.","Dostęp zabroniony."
"Account Created in:","Konto utworzono w:"
"Account Created on (%s):","Konto utworzono (%s):"
"Account Created on:","Konto utworzono:"
"Account Information","Dane konta"
"Account Status","Status konta"
"Account status","Status konta"
"Action","Operacja"
"Actions","Operacje"
"Actions XML","XML operacji"
"Active","Aktywny"
"Add","Dodaj"
"Add Exception","Dodaj wyjątek"
"Add Field Mapping","Dodaj mapowanie pól"
"Add Field with URL:","Dodaj pole z URL:"
"Add New","Dodaj nowe"
"Add New Image","Dodaj nowy obraz"
"Add New Profile","Dodaj nowy profil"
"Add New Role","Dodaj nową rolę"
"Add New Template","Dodaj nowy szablon"
"Add New URL Rewrite","Dodaj nowe przekierowanie URL"
"Add New User","Dodaj nowego użytkownika"
"Add New Variable","Dodaj nową zmienną"
"Add Products","Dodaj produkty"
"Add URL Rewrite","Dodaj nowe przekierowanie URL"
"Add URL Rewrite for a Category","Dodaj przekierowanie URL dla kategorii"
"Add URL Rewrite for a Product","Dodaj przekierowanie URL dla produktu"
"Add after","Dodaj za"
"Additional Cache Management","Dodatkowe zarządzanie cache"
"Address Type:","Typ adresu:"
"Admin","Administrator"
"Advanced Admin Section","Sekcja Zaawansowanych Ustawień Administracyjnych"
"Advanced Profiles","Zaawansowane profile"
"Advanced Section","Sekcja Zaawansowana"
"After authorization application will have access to you account.","Po autoryzacji aplikacja uzyska dostęp do twojego konta."
"All","Wszystko"
"All Allowed Countries","Wszystkie dozwolone kraje"
"All Cache","Cała pamięć cache"
"All Files","Wszystkie pliki"
"All Reviews","Wszystkie recenzje"
"All Store Views","Wszystkie widoki sklepu"
"All Tags","Wszystkie tagi"
"All Websites","Wszystkie witryny"
"All countries","Wszystkie kraje"
"All fields","Wszystkie pola"
"All possible rates were fetched, please click on ""Save"" to apply","Wszystkie możliwe stawki zostały pobrane, kliknij ""Zapisz"" aby zastosowa"
"All rates were fetched, please click on ""Save"" to apply","Wszystkie stawki zostały pobrane, kliknij ""Zapisz"" aby zastosować"
"All valid rates have been saved.","Wszystkie poprawne stawki zostały zapisane."
"Always (during development)","Zawsze (podczas developmentu)"
"Amounts","Ilości"
"An error has occured while syncronizing media storages.","Wystąpił błąd podczas synchronizacji składowania mediów."
"An error occurred while clearing the JavaScript/CSS cache.","Wystąpił błąd podczas czyszczenia pamięci cache JavaScript/CSS."
"An error occurred while clearing the image cache.","Wystąpił błąd podczas czyszczenia pamięci cache obrazków."
"An error occurred while deleting URL Rewrite.","Wystąpił błąd podczas usuwania przekierowania URL."
"An error occurred while deleting email template data. Please review log and try again.","Wystąpił błąd podczas usuwania danych szablonu e-mail. Proszę przejrzeć logi i spróbować ponownie."
"An error occurred while deleting record(s).","Wystąpił błąd podczas usuwania wpisów."
"An error occurred while deleting this role.","Wystąpił błąd podczas usuwania tej roli."
"An error occurred while deleting this set.","Wystąpił błąd podczas usuwania tego zestawu."
"An error occurred while deleting this template.","Wystąpił błąd podczas usuwania tego szablonu."
"An error occurred while finishing process. Please refresh the cache","Wystąpił błąd podczasz kończenia procesu. Spróbuj odświeżyć pamięć podręczną (cache)"
"An error occurred while rebuilding the CatalogInventory Stock Status.","Wystąpił błąd podczas przebudowania statusu stanów magazynowych produktów."
"An error occurred while rebuilding the catalog index.","Wystąpił błąd podczas przebudowania indeksu katalogu."
"An error occurred while rebuilding the flat catalog category.","Wystąpił błąd podczas przebudowania płaskiego katalogu kategorii."
"An error occurred while rebuilding the flat product catalog.","Wystąpił błąd podczas przebudowania płaskiego katalogu produktów."
"An error occurred while rebuilding the search index.","Wystąpił błąd podczas przebudowania indeksu wyszukiwania."
"An error occurred while refreshing the Catalog Rewrites.","Wystąpił błąd podczas odświerzania przekierowań katalogu."
"An error occurred while refreshing the Layered Navigation indices.","Wystąpił błąd podczas odświerzania wskaźników warstwowej nawigacji."
"An error occurred while refreshing the catalog rewrites.","Wystąpił błąd podczas odświerzania przekierowań katalogu."
"An error occurred while refreshing the layered navigation indices.","Wystąpił błąd podczas odświerzania wskaźników warstwowej nawigacji."
"An error occurred while saving URL Rewrite.","Wystąpił błąd podczas zapisywania przekierowania URL."
"An error occurred while saving account.","Wystąpił błąd podczas zapisywania konta."
"An error occurred while saving review.","Wystąpił błąd podczas zapisywania opinii."
"An error occurred while saving the customer.","Wystąpił błąd podczas zapisywania klienta."
"An error occurred while saving this configuration:","Wystąpił błąd podczas zapisywania tej konfiguracji:"
"An error occurred while saving this role.","Wystąpił błąd podczas zapisywania tej roli."
"An error occurred while saving this template.","Wystąpił błąd podczas zapisywania tego szablonu."
"An error occurred while updating the selected review(s).","Wystąpił błąd podczas aktualizowania wybranych opinii."
"Any","Dowolny"
"Any Attribute Set","Dowolny zestaw cech"
"Any Group","Dowolna grupa"
"Any Status","Dowolny status"
"Any Store","Dowolny sklep"
"Any Type","Dowolny typ"
"Any Visibility","Dowolna widoczność"
"Any data created since the backup was made will be lost including admin users, customers and orders.","Wszystkie dane utworzone od ostatniejkopii zostaną utracone, włączając w to administratorów, klientów i zamówienia."
"Archive file name:","Nazwa pliku archiwum:"
"Are you sure that you want to delete this template?","Czy na pewno chcesz usunąć ten szablon?"
"Are you sure that you want to strip tags?","Jesteś pewien, że chcesz pozbyć się tagów?"
"Are you sure you want to do this?","Czy na pewno chcesz to zrobić?"
"Are you sure you want to proceed?","Czy na pewno chcesz kontynuować?"
"Area","Obszar"
"As low as:","Już od:"
"Assigned","Przypisany"
"Associated Tags","Powiązane tagi"
"Attribute Set Name:","Nazwa zestawu atrybutów:"
"Attributes","Cechy"
"Authorization confirmed","Autoryzacja potwierdzona"
"Authorize","Autoryzujautoryzuj"
"Authorize application","Autoryzuj aplikację"
"Authorized OAuth Tokens","Autoryzowane tokeny OAuth"
"Automatic (equalize price ranges)","Automatycznie (wyrównuje zakresy cen)"
"Automatic (equalize product counts)","Automatycznie (wyrównuje liczbę produktów)"
"Average Order Amount","Średnia ilość zamówienia"
"Average Orders","Średnie zamówienia"
"BINARY","BINARNY"
"Back","Powrót"
"Back to Login","Powrót do logowania"
"Backup","Kopia zapasowa"
"Backup Name","Nazwa kopii zapasowej"
"Backup options","Opcje kopii zapasowej"
"Backups","Kopie zapasowe"
"Base currency","Waluta podstawowa"
"Bcc","Ukryta kopia"
"Bestsellers","Bestsellery"
"Billing Address","Adres rozliczeniowy"
"Billing Address: ","Adres rozliczeniowy: "
"Billing Agreement","Umowa rozliczeniowa"
"Billing Agreements","Umowy rozliczeniowe"
"Block Information","Informacje o bloku"
"Both (without and with tax)","Oba (z podatkiem i bez)"
"Both IPN and PDT","Oba IPN i PDT"
"Browse Files...","Przeglądaj pliki..."
"Bundle with dynamic pricing cannot include custom defined options. Options will not be saved.","Pakiety z dynamicznymi cenami nie mogą zawierać niestandardowych opcji do zdefiniowania. Opcje nie zostaną zapisane."
"CMS","CMS"
"CRITICAL","krytyczne"
"CSV","CSV"
"CSV / Tab separated","CSV / rozdzielone tabulatorem"
"Cache Control","Kontrola cache"
"Cache Control (beta)","Kontrola cache (beta)"
"Cache Management","Zarządzanie cache"
"Cache Type","Typy cache"
"Cancel","Anuluj"
"Cannot add new comment.","Nie można dodać nowego komentarza."
"Cannot add tracking number.","Nie można dodać numeru przesyłki."
"Cannot create an invoice without products.","Nie można utworzyć faktury bez produktów."
"Cannot create credit memo for the order.","Nie można utworzyć faktury korygującej dla tego zamówienia."
"Cannot delete the design change.","Nie można usunąć zmiany wyglądu."
"Cannot delete tracking number.","Nie można dodać numeru dostawy."
"Cannot do shipment for the order separately from invoice.","Nie można utworzyć dostawy dla zamówienia oddzielnie od faktury."
"Cannot do shipment for the order.","Nie można utworzyć dostawy dla zamówienia."
"Cannot initialize shipment for adding tracking number.","Nie można uruchomić dostawy dla dodania numeru dostawy."
"Cannot initialize shipment for delete tracking number.","Nie można uruchomić dostawy dla usunięcia numeru dostawy."
"Cannot load track with retrieving identifier.","Nie można wczytać trasy dla otrzymanego identyfikatora."
"Cannot retrieve tracking number detail.","Nie można porać szczegółów numeru dostawy."
"Cannot save shipment.","Nie można zapisać dostawy."
"Cannot save the credit memo.","Nie udało się zapisać faktury korygującej."
"Cannot send shipment information.","Nie można wysłać informacji o dostawie."
"Cannot update item quantity.","Nie można zaktualizować ilości produktów."
"Cannot update the item\'s quantity.","Nie można zaktualizować ilości produktów."
"Card Verification Number","Numer weryfikacyjny karty"
"Catalog","Katalog"
"Catalog Price Rules","Reguły cenowe katalogu"
"Catalog Rewrites","Przekierowania katalogu"
"Categories","Kategorie"
"Category","Kategoria"
"Category:","Kategoria:"
"Chart is disabled. If you want to enable chart, click <a href=""%s"">here</a>.","Wykres jest wyłączony. Jeśli chcesz go włączyć, przejdź <a href=""%s"">tutaj</a>. "
"Checkbox","Pole do zaznaczenia"
"Child Transactions","Podrzędne transakcje"
"Choose Store View:","Wybierz widok sklepu:"
"Choose an attribute","Wybierz cechę"
"Chosen category does not associated with any website, so url rewrite is not possible.","Wybrana kategoria nie jest powiązana z żadną witryną, więc przekierowanie URL jest niemożliwe."
"Chosen product does not associated with any website, so url rewrite is not possible.","Wybrany produkt nie jest powiązany z żadną witryną, więc przekierowanie URL jest niemożliwe."
"Clear","Wyczyść"
"Close","Zamknij"
"Code","Kod"
"Comment text field cannot be empty.","Pole komentarza nie może być puste."
"Complete","Zakończone"
"Config form fieldset clone model required to be able to clone fields","Klon zestawu pół formularza konfiguracyjnego jest wymagany do konowania pól"
"Configuration","Konfiguracja"
"Confirm New Password","Potwierdź nowe hasło"
"Confirm token authorization Pop Up for admin","Pop up z potwierdzeniem tokena autoryzacyjnego dla admina"
"Confirm token authorization for admin","Potwierdź token autoryzacyjny dla admina"
"Confirmation Of Authorization","Potwierdzenie autoryzacji"
"Confirmed email:","Potwierdzony e-mail:"
"Connect with the Magento Community","Przyłącz się do <a href=”http://yento.pl”>społeczności Magento</a>"
"Continue","Kontynuuj"
"Convert to Plain Text","Konwertuj na tekst niesformatowany"
"Cookie (unsafe)","Ciasteczko (niezabezpieczone)"
"Country","Kraj"
"Country:","Kraj:"
"Coupons","Kupony"
"Create","Utwórz"
"Create DB Backup","Utwórz kopię bazy danych"
"Create New Attribute","Utwórz nową cechę"
"Create URL Rewrite:","Utwórz przekierowanie URL"
"Created At","Utworzono"
"Credit Card %s","Karta kredytowa %s"
"Credit Card Number","Numer karty kredytowej"
"Credit Card Number: xxxx-%s","Numer karty kredytowej: xxxx-%s"
"Credit Card Type","Typ karty kredytowej"
"Credit Card Type: %s","Typ karty kredytowej: %s"
"Credit Memo History","Historia faktur korygujących"
"Credit Memo Totals","Suma faktur korygujących"
"Credit Memos","Faktury korygujące"
"Credit memo #%s comment added","Komentarz do faktury korygującej nr %s został dodany"
"Credit memo #%s created","Faktura korygująca nr %s został utworzona"
"Credit memo\'s total must be positive.","Wartość faktury korygującej musi być dodatnia."
"Currency","Waluta"
"Currency ""%s"" is used as %s in %s.","Waluta ""%s"" jest użyta jako %s w %s."
"Currency Information","Informacje o walutach"
"Currency Setup Section","Sekcja ustawień waluty"
"Current Configuration Scope:","Zasięg obecnej konfiguracji:"
"Current Month","Bieżący miesiąc"
"Custom","Niestandardowe"
"Custom Variable ""%s""","Własna zmienna ""%s"""
"Custom Variables","Własne zmienne"
"Customer","Klient"
"Customer Group:","Grupa klienta:"
"Customer Groups","Grupy klientów"
"Customer Name","Nazwa klienta"
"Customer Reviews","Recenzje klientów"
"Customer Shopping Carts","Koszyki klienta"
"Customer Since:","Klient od:"
"Customer Tax Classes","Klasy podatku klienta"
"Customer with the same email already exists.","Klient o takim samym adresie e-mail już istnieje."
"Customers","Klienci"
"Customers by Number of Orders","Klienci wg liczby zamówień"
"Customers by Orders Total","Klienci wg sumy zamówień"
"DHTML Date/Time Selector","Dynamiczny selektor daty/czasu"
"Dashboard","Panel"
"Data Format","Format danych"
"Data transfer:","Transfer danych:"
"Database","Baza danych"
"Dataflow - Advanced Profiles","Dataflow - zaawansowane profile"
"Dataflow - Profiles","Dataflow - profile"
"Date","Data"
"Date & Time","Data i czas"
"Date Added","Data dodania"
"Date Updated","Data aktualizacji"
"Date selection:","Wybór daty:"
"Date selector","Selektor daty"
"Day","Dzień"
"Decimal separator:","Separator dziesiętny:"
"Default (Admin) Values","Domyślne wartości (Admin)"
"Default Billing Address","Podstawowy adres rozliczeniowy"
"Default Config","Domyślna konfiguracja"
"Default Template from Locale","Domyślny szablon z języka"
"Default Values","Wartości domyślne"
"Default display currency ""%s"" is not available in allowed currencies.","Domyślnie wyświetlana waluta ""%s""  nie jest na liście dozwolonych walut."
"Default scope","Domyślny zakres"
"Delete","Usuń"
"Delete %s","Usuń %s"
"Delete %s '%s'","Usuń %s '%s'"
"Delete File","Usuń plik"
"Delete Image","Usuń obraz"
"Delete Profile","Usuń profil"
"Delete Role","Skasuj rolę"
"Delete Store","Usuń sklep"
"Delete Store View","Usuń widok sklepu"
"Delete Template","Usuń szablon"
"Delete User","Usuń użytkownika"
"Delete Website","Usuń witrynę"
"Description","Opis"
"Design","Wygląd"
"Design Section","Sekcja wyglądu"
"Details","Szczegóły"
"Developer Section","Sekcja programisty"
"Direction:","Kierunek:"
"Disable","Wyłącz"
"Disabled","Wyłączone"
"Display %s first","Wyświetl %s jako pierwszy"
"Display default currency","Wyświetlaj domyślną walutę"
"Display Mode","Tryb Wyświetlania"
"Display Settings","Ustawienia wyświetlania"
"Distributed under GNU LGPL. See %s for details.","Rozpowszechniane na warunkach licencji GNU LGPL. Zobacz %s, aby dowiedzieć się więcej."
"Do you really want to KILL parallel process and start new indexing process?","Czy naprawdę chcesz ZATRZYMAĆ równoległy proces i rozpocząć nowy proces indeksowania?"
"Do you really want to proceed?","Czy na pewno chcesz kontynuować?"
"Download","Pobierz"
"Downloads","Pobrania"
"Drag to move","Przeciągnij, aby przesunąć"
"Drop-down","Rozwijane"
"Edit","Edytuj"
"Edit Design Change","Edycja zmiany wyglądu"
"Edit Email Template","Edycja szablonu e-mail"
"Edit Order","Edycja zamówienia"
"Edit Poll","Edycja ankiety"
"Edit Queue","Edycja kolejki"
"Edit Review","Edycja recenzji"
"Edit Role","Edycja roli"
"Edit Store View","Edycja widoku sklepu"
"Edit System Template","Edycja szablonu systemowego"
"Edit Template","Edycja szablonu"
"Edit URL Rewrite","Edycja przekierowań URL"
"Edit User","Edycja użytkownika"
"Edit User '%s'","Edytuj użytkownika '%s'"
"Edit Website","Edytuj witrynę"
"Email","E-mail"
"Email Address:","Adres e-mail:"
"Email Preview","Podgląd e-mail"
"Email to a Friend","Wyślij znajomemu"
"Email:","E-mail:"
"Enable","Włącz"
"Enabled","Włączone"
"Enclose Values In:","Zawrzyj wartości w:"
"Entity Attributes","Cechy jednostki"
"Entity Type","Typ jednostki"
"Entity type:","Typ jednostki:"
"Error","Błąd"
"Excel XML","Excel XML"
"Excl. Tax","Bez podatku"
"Exclude media folder from backup","Wyłącz katalog mediów z kopii zapasowej"
"Expiration Date","Data ważności"
"Expiration Date: %s/%s","Data ważności: %s/%s"
"Export","Eksport"
"Export CSV","Eksport CSV"
"Export Filters","Filtry eksportu"
"Export to:","Eksportuj do:"
"Export:","Eksport:"
"FTP Host","Host FTP"
"FTP Host[:Port]","Host FTP[:Port]"
"FTP Login","Login FTP"
"FTP Password","Hasło FTP"
"FTP credentials","Dane FTP"
"Failed","Nieudane"
"Failed to add a product to cart by id ""%s"".","Nie powiodło się dodawanie produktu do koszyka przy użyciu id ""%s""."
"Failed to cancel the billing agreement.","Nie udało się anulować umowy rozliczeniowej."
"Failed to clear the JavaScript/CSS cache.","Nie udało się wyczyścić cache JavaScript/CSS."
"Failed to delete the billing agreement.","Nie udało się anulować umowy rozliczeniowej."
"Failed to update the profile.","Nie udało się zaktualizować profilu."
"Field","Pole"
"Field Mapping","Mapowanie pól"
"File","Plik"
"File Information","Informacje o pliku"
"File System","System plików"
"File mode","Tryb plików"
"File name:","Nazwa pliku:"
"File size should be more than 0 bytes","Plik powinien być większy niż 0 bajtów"
"Finished profile execution.","Zakończono wykonywanie profilu."
"First Invoice Created Date","Data wystawienia pierwszej faktury"
"First Name","Imię"
"First Name is required field.","Imię jest polem wymaganym."
"First Name:","Imię:"
"Fixed","Stały"
"Flush Catalog Images Cache","Opróżnij cache obrazków katalogu"
"Flush JavaScript/CSS Cache","Opróżnij cache JavaScript/CSS"
"For category","Dla kategorii"
"For latest version visit: %s","Aby uzyskać najnowszą wersję odwiedź: %s"
"For product","Dla produktu"
"Forgot Admin Password","Zapomniane hasłe admina"
"Forgot your password?","Nie pamiętasz hasła?"
"Forgot your user name or password?","Nie pamiętasz nazwy użytkownika lub hasła?"
"From","Od"
"GLOBAL","GLOBALNY"
"Gb","Gb"
"General Information","Informacje ogólne"
"General Section","Sekcja ogólna"
"Get Image Base64","Pobierz Base64 obrazka"
"Get help for this page","Uzyskaj pomoc dla tej strony"
"Give the verifier code to application administrator","Przekaż kod weryfikacyjny do administratora apliakcji"
"Global Attribute","Cecha globalna"
"Global Record Search","Globalne wyszukiwanie rekordów"
"Global Search","Globalne wyszukiwanie"
"Go Today","Idź do dzisiaj"
"Go to messages inbox","Przejdź do skrzynki wiadomości"
"Go to notifications","Przejdź do powiadomień"
"Google Base","Google Base"
"Google Content","Google Content"
"Google Sitemaps","Mapy witryn Google"
"Grand Total","Łącznie"
"Grid (default) / List","Siatka (domyślnie) / lista"
"Grid Only","Tylko siatka"
"Group:","Grupa:"
"Guest","Gość"
"HTTP (unsecure)","HTTP (nieszyfrowany)"
"HTTPS (SSL)","HTTPS (SSL)"
"Help Us Keep Magento Healthy - Report All Bugs","Pomóż nam w rozwoju Magento – Zgłaszaj wszystkie problemy"
"Helper attributes should not be used in custom layout updates.","Cechy helperów nie powinny być użyte we własnych aktualizacjach układu."
"Helper for options rendering doesn't implement required interface.","Helper dla renderowania opcji nie ma odpowiedniego interfejsu."
"Home","Strona główna"
"ID","ID"
"ID Path","Ścieżka ID"
"IP Address","Adres IP"
"IPN (Instant Payment Notification) Only","Tylko IPN (Instant Payment Notification) "
"Id","ID"
"If there is an account associated with %s you will receive an email with a link to reset your password.","Jeśli istnieje konto powiązane z %s otrzymasz e-mail z linkiem do resetowania hasła."
"If this message persists, please contact the store owner.","Jeśli ta wiadomość pojawia się ciągle, proszę o kontakt z właścicielem sklepu."
"If you do not specify an option value for a specific store view then the default (Admin) value will be used.","Jeśli nie określisz wartości opcji dla wybranego widoku sklepu to użyta zostanie domyślna wartość (Admin)."
"Images (.gif, .jpg, .png)","Obrazki (.gif, .jpg, .png)"
